name,phone,address,rating,website,google_maps_url,city,business_type,contacted
Tarun Fitness Gym,8898773693,"
Bridge, Datta Mandir Rd, near Tarun Mitra Mandal/ Lal Maidan, Dmello Compound, Vakola, Santacruz East, Mumbai, Maharashtra 400055",,None,"https://www.google.com/maps/place/Tarun+Fitness+Gym/@18.9644379,72.6846587,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c9283b3f27fd:0x251d5ab784c2ad4!8m2!3d19.0844442!4d72.8500555!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjFOMlF0UTBSM0VBReABAPoBBAgAEEY!16s%2Fg%2F11sm_mk98x?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Hercules Gym,9930995980,"
Hercules Gym,Panchganga society, Delisel Road, NM Joshi Marg, near Bawla Masjid Building, Lower Parel, Mumbai, Maharashtra 400013",,None,"https://www.google.com/maps/place/Hercules+Gym/@19.1513087,72.6902482,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7cfdf49b80d8d:0xdf601d1d67e07baf!8m2!3d18.9925781!4d72.8317462!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOaWNFMWxNVGRuUlJBQuABAPoBBAg1EEo!16s%2Fg%2F11ksv19wm_?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Gym Mantra Fitness Studio,9179797197,"
Shopno.2,plot no.2, 589, Raj Rajeshwari Society, Landmark - Bisleri company, bldg Road, opp. Akashdyam Building, Narayan Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",,None,"https://www.google.com/maps/place/Gym+Mantra+fitness+studio/@18.9925781,72.6875506,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c95da2bce30f:0xb08d0b5d44d006c7!8m2!3d19.0877487!4d72.8962547!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlBkaTB5YmtWQkVBReABAPoBBAgAEEw!16s%2Fg%2F11s3xzr6fq?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Carewell Fitness - The Gym,9372039515,"
Studio, CTS 43, 1st Floor, Chandivali Farm Rd, opposite Raheja Vihar Road, near Chandivali, Chandivali, Andheri East, Mumbai, Maharashtra 400072",,None,"https://www.google.com/maps/place/Carewell+Fitness+-+The+Gym/@19.1260438,72.7159374,12z/data=!3m1!5s0x3be7c80981c4a37b:0xe0297b20f62a1e98!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c80bcc2e54eb:0x346f4e73be03a491!8m2!3d19.1143562!4d72.895469!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW3gAQA!16s%2Fg%2F1thx2hry?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Fusion Gym,9749786786,"
5th Floor, F Wing, Kanakia Zillion, Fusion gym, 527, Lal Bahadur Shastri Marg, Kurla, Mumbai, Maharashtra 400070",,"Social only: 
linktr.ee","https://www.google.com/maps/place/Fusion+Gym/@19.1260438,72.7159374,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c9b58acccd35:0x28b17b034dbfa328!8m2!3d19.0759168!4d72.8772349!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW3gAQA!16s%2Fg%2F11h116v2zx?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Flex Iron Gym,9967596672,"
1st Floor, Flex Iron Gym, Shahid Mangal Pandey Rd, above ZERO DEGREE AUTO - Car AC Service, opposite Riddhi Siddhi Complex, Louis Wadi, Thane West, Mumbai, Thane, Maharashtra 400604",,None,"https://www.google.com/maps/place/Flex+Iron+Gym/@19.1260438,72.7159374,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7b97d799f7e27:0x42c4cd29002a2de8!8m2!3d19.1971086!4d72.9618732!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW3gAQA!16s%2Fg%2F11k4ysbs9q?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Perfect Gym Best Gym In Bhandup,9594964482,"
1st Floor, Jayashree Plaza, Lal Bahadur Shastri Marg, above ICICI Bank, Bhandup West, Mumbai, Maharashtra 400078",,None,"https://www.google.com/maps/place/Perfect+Gym+%7C+Best+Gym+in+Bhandup/@19.1971086,72.8176776,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7b87b2e7430b9:0xff60af155378975c!8m2!3d19.1479225!4d72.9378646!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW3gAQA!16s%2Fg%2F11clyfndmk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
E Gym Ijmima Malad,7685999444,"
Ijmima Complex, infinity 2, West, opp. sony airtel, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064",,None,"https://www.google.com/maps/place/E+gym+Ijmima+malad/@19.1971086,72.8176776,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7b7a07bff54e1:0x9aaa5cffd6e00753!8m2!3d19.1836563!4d72.8316539!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSWVqUXpTMnhSUlJBQuABAPoBBAg7EDY!16s%2Fg%2F11h7g2h2s1?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
To The Core Fitness,9820311464,"
Shop No 2, Ground floor, Hira Cottage Building, Raja Ram Mohan Roy Rd, opp. Cama Baug, near Reliance Hospital, Charni Road, Grant Road East, Shapur Baug, Grant Road, Mumbai, Maharashtra 400004",,None,"https://www.google.com/maps/place/To+The+Core+Fitness/@19.1836563,72.6874583,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7ce13c8884cb7:0xad121e4598b51ecf!8m2!3d18.9601135!4d72.8195711!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydFJNV05WUmxkaE1Xc3hUbFJLYkdKVVpEUk9iVlpLVG01S2FXUklZeEFC4AEA-gEECAAQPg!16s%2Fg%2F11c499fd5_?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Fitness Shrine Gym,9819505177,"
Lower Ground 01, Kalina Kurla Rd, below Trinity Travels, Jamlipada, Kunchi Kurve Nagar, Kalina, Santacruz East, Mumbai, Maharashtra 400029",,None,"https://www.google.com/maps/place/Fitness+Shrine+Gym/@18.9601135,72.6753755,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c90b5d798aab:0xc1627c69ad75470!8m2!3d19.0778417!4d72.8662712!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBrUmsweGF6Uk5NR1F4WkZWemVrMXJUbnBpVm14MFpESnNVMlZ0WXhBQuABAPoBBAhOEDs!16s%2Fg%2F11sy00kx3y?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Be Beast - Lodha 24X7 Much More Than A Gym,6366903902,"
Be Beast Gym, Sitaram Mill Compound, Delisle Rd, opposite to Lodha Excelus, Shastri Nagar, Adarsh Nagar, Parel, Mumbai, Maharashtra 400011",,None,"https://www.google.com/maps/place/BE+BEAST+-+LODHA+%7C+24x7+%7C+MUCH+MORE+THAN+A+GYM+%F0%9F%8F%BB/@18.9601135,72.6753755,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7cfcb60369da5:0x5aaeab0f31d024cd!8m2!3d18.9883019!4d72.8284737!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcuABAA!16s%2Fg%2F11j7ky55c4?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Iron Universal Gym,9967132968,"
D'Cunha House, 53, Anandilal P Marg, West, Mahalakshmi, Mumbai, Maharashtra 400011",,None,"https://www.google.com/maps/place/Iron+Universal+Gym/@19.1488625,72.6808574,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7cf62d600dd3f:0x41c3ff94aaecbe77!8m2!3d18.9813635!4d72.8241855!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcuABAA!16s%2Fg%2F11p5x5w48d?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Fitness Legacy Best Gym In Chakala,9664444953,"
Ground Floor, Bajsons Estate, CG Road, opposite Hotel Samraj Building, Kajuwadi, Chakala, Andheri East, Mumbai, Maharashtra 400099",,None,"https://www.google.com/maps/place/Fitness+Legacy+%7C+Best+Gym+in+Chakala/@18.9813635,72.6799899,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c9d44e7d5589:0x82bb4734f9d03648!8m2!3d19.1108924!4d72.8588805!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW3gAQA!16s%2Fg%2F11h7ks73tz?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
G -Force Fitness Gym Personal Certification,8692034433,"
MVM school, Landmark, sanskar dayitva Krantijyoti savitribhai phule udhyan opposite Bhairav, Veera Desai Rd, Andheri West, Mumbai, Maharashtra 400058",,None,"https://www.google.com/maps/place/G+-Force+Fitness+Gym+Personal+Certification/@19.0841084,72.7624303,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7b629d2bb06d5:0xcfd48691f54e19ed!8m2!3d19.1328452!4d72.8395359!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRHVWxaWFpFUlZiR1JYVFdreFNWWXpWbWhrYlRoM1ZtMDFSbGt4UlJBQuABAPoBBAgAED4!16s%2Fg%2F11c3kfw73c?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Smartflex Fitness,9769397824,"
2nd Floor, TPS, 3, Taikalwadi Marg, above Starcity Cinema, Mainak Wadi, Joshi Vadi, Mahim, Mumbai, Maharashtra 400016",,None,"https://www.google.com/maps/place/SmartFlex+Fitness/@19.1328452,72.6953403,12z/data=!3m1!5s0x3be7ced1139e7aab:0x7bd81a343bcb4700!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7cf52224d8b55:0xf862e8c5ca79536b!8m2!3d19.0285211!4d72.8437459!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBXZVdKNldqQmthMDUyV2pGS1VtRkhNV2xhYTNScFlWWldjMUpHUlJBQuABAPoBBAgoEDQ!16s%2Fg%2F11fjyxc4nw?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Physio Active Pro Fitness Gym,9143438383,"
265/267, Raja Ram Mohan Roy Rd, Charni Road, Opera House, Girgaon, Mumbai, Maharashtra 400004",,None,"https://www.google.com/maps/place/Physio+Active+Pro+Fitness+Gym/@19.1328452,72.6953403,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7ce105d1d014f:0x4b690734c7e8255d!8m2!3d18.9546341!4d72.8184416!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMWRVMWhSRzUzUlJBQuABAPoBBAgAEEg!16s%2Fg%2F11fslrlvpn?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Physc Gym Vashi 247 Powered By Ragnor Fitness,8779672100,"
Complex, First Floor, Mandir, Sai Pooja, near Gaondevi Maidan Road, Juhu Nagar, Juhu Village, Sector 11, Vashi, Navi Mumbai, Maharashtra 400703",,None,"https://www.google.com/maps/place/Physc+Gym+Vashi+24%2F7+(Powered+by+Ragnor+Fitness)/@19.1387024,72.6888431,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7c17e8fc4d20d:0xc5e0f5285f99d342!8m2!3d19.0843334!4d73.001254!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQNneW3gAQA!16s%2Fg%2F11rjqbyrpp?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
Active Gym,9619242423,"
new vaizal compound, Film City Rd, opposite Satellite Towers, Goregaon East, Mumbai, Maharashtra 400065",,None,"https://www.google.com/maps/place/Active+GYM/@19.0843334,72.8570584,12z/data=!4m11!1m3!2m2!1sgym+in+mumbai!6e1!3m6!1s0x3be7b70a0145a0b3:0x8924d5a3ea8f32e4!8m2!3d19.1749305!4d72.8743591!15sCg1neW0gaW4gbXVtYmFpWg8iDWd5bSBpbiBtdW1iYWmSAQ5maXRuZXNzX2NlbnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VObE1XOXBiRTVSRUFF4AEA-gEECAAQPw!16s%2Fg%2F11c5rl18qn?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",mumbai,gym,0
